id,hero,name,type,subtype,cost,T_req,S_req,R_req,M_req,effect_text,timing,rarity,faction,set_code,flavor,visual_prompt
X-04-319,Sel of the Luminous,Sel of the Luminous Card 38,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-320,Sel of the Luminous,Sel of the Luminous Card 39,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-05-087,Ember Glow,Flame Knight,Ally,,2,0,2,0,0,Haste: Deal 10 damage to an enemy ally.,Main,C,The Ember Ashes,X-05,A blazing warrior.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-088,Ember Glow,Molten Berserker,Ally,,2,0,3,0,0,"When attacking, deal +5 damage.",Persistent,U,The Ember Ashes,X-05,Rage fuels heat.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-089,Ember Glow,Ash Healer,Ally,,2,0,0,2,0,On enter: Restore 10 shield to your hero.,Main,U,The Ember Ashes,X-05,"From ashes, relief.","Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-090,Ember Glow,Lava Sentinel,Ally,,2,0,0,3,0,Reaction: Prevent 10 damage to your hero.,Reaction,R,The Ember Ashes,X-05,A wall of magma.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-091,Ember Glow,Cinder Ranger,Ally,,2,0,2,0,0,"When you play an Action, deal 5 damage to an enemy hero.",Persistent,R,The Ember Ashes,X-05,Flames from afar.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-092,Ember Glow,Inferno Monk,Ally,,2,0,0,0,2,Mystic Actions cost 1 less Energy.,Persistent,U,The Ember Ashes,X-05,Calm amidst fire.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-093,Ember Glow,Ashbound Spirit,Ally,,2,0,0,0,2,On enter: Opponent loses 1 Energy.,Main,U,The Ember Ashes,X-05,Spirit of burn.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-094,Ember Glow,Volcanic Golem,Ally,,2,0,0,4,0,On enter: Deal 20 damage to all enemy allies.,Main,SR,The Ember Ashes,X-05,Born of the mountain.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-095,Ember Glow,Blaze Scout,Ally,,2,0,1,0,0,Draw 1 when you deal damage this turn.,Main,C,The Ember Ashes,X-05,Sees with firelight.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-096,Ember Glow,Pyre Beast,Ally,,2,0,3,0,0,Deals 5 damage at the start of each turn.,Persistent,U,The Ember Ashes,X-05,Always burning.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-097,Ember Glow,Fire Tactician,Ally,,2,3,0,0,0,"When you set a Trap, gain 1 Energy.",Persistent,R,The Ember Ashes,X-05,Plans ignite.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-098,Ember Glow,Ember Shaman,Ally,,2,0,0,0,3,Restore 5 shield when a Trap triggers.,Persistent,U,The Ember Ashes,X-05,Keeps embers alive.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-099,Ember Glow,Phoenix Avatar,Ally,,2,0,0,0,4,On death: Restore 20 shield and draw 2.,Persistent,SR,The Ember Ashes,X-05,Reborn in flame.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Ember Glow / The Ember Ashes. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-05-100,Ember Glow,Blazing Charge,Action,,1,0,1,0,0,Deal 10 damage to any target.,Main,C,The Ember Ashes,X-05,Speed of fire.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-101,Ember Glow,Inferno Burst,Action,,1,0,3,0,0,Deal 25 damage to all enemy allies.,Main,R,The Ember Ashes,X-05,Wave of heat.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-102,Ember Glow,Heat Shield,Action,,1,0,0,2,0,Prevent 15 damage to your hero.,Reaction,U,The Ember Ashes,X-05,Warmth as defense.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-103,Ember Glow,Cauterize,Action,,1,0,0,2,0,Remove negative effects and heal 10 shield.,Main,U,The Ember Ashes,X-05,Burn to heal.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-104,Ember Glow,Lava Flow,Action,,1,0,2,0,0,Deal 15 damage and reduce target's damage by 5 next turn.,Main,R,The Ember Ashes,X-05,Flowing destruction.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-105,Ember Glow,Molten Pulse,Action,,1,0,4,0,0,Deal 30 damage to any target.,Main,SR,The Ember Ashes,X-05,Focused eruption.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-106,Ember Glow,Fire Dance,Action,,1,0,1,0,0,Your next Action costs 1 less Energy.,Main,C,The Ember Ashes,X-05,Swift embers.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-107,Ember Glow,Volcanic Rage,Action,,1,0,2,0,0,Double damage of next Action this turn.,Main,U,The Ember Ashes,X-05,Unleashed fury.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-108,Ember Glow,Ashstorm,Action,,1,2,0,0,0,"Reveal top 3 cards, discard 1, keep 2.",Main,R,The Ember Ashes,X-05,Clarity in ashes.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-109,Ember Glow,Flare Strike,Action,,1,0,2,0,0,Deal 15 damage to any target.,Main,C,The Ember Ashes,X-05,Quick burn.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-110,Ember Glow,Smoldering Path,Action,,1,2,0,0,0,"Look at opponent's hand, discard 1 random card.",Main,U,The Ember Ashes,X-05,Ash reveals.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-111,Ember Glow,Phoenix Call,Action,,1,0,0,0,4,Revive a fallen ally with 15 shield.,Main,SR,The Ember Ashes,X-05,Return of the flame.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-112,Ember Glow,Burning Insight,Action,,1,1,0,0,0,Draw 2 cards.,Main,U,The Ember Ashes,X-05,Clarity in flame.,"Starfall Catastrophe TCG card, 1024x1536, Action card for Ember Glow / The Ember Ashes. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire action. Keep text areas clean, high readability, no stat numbers on art."
X-05-113,Ember Glow,Fire Trap,Trap,,1,2,0,0,0,"When attacked, deal 10 damage to attacker.",Reaction,C,The Ember Ashes,X-05,Hot surprise.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-114,Ember Glow,Flame Ward,Trap,,1,0,0,2,0,Prevent first 10 damage each turn.,Persistent,U,The Ember Ashes,X-05,Wall of fire.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-115,Ember Glow,Cinder Block,Trap,,1,1,0,0,0,Cancel next Action (cost ≤2).,Reaction,U,The Ember Ashes,X-05,Blocked by ash.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-116,Ember Glow,Lava Snare,Trap,,1,2,0,0,0,"When ally enters field, deal 5 damage to it.",Instant,R,The Ember Ashes,X-05,Burning chains.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-117,Ember Glow,Heat Mirage,Trap,,1,1,0,0,0,Next enemy Action fails 50% of time (roll die).,Reaction,U,The Ember Ashes,X-05,Illusion of flame.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-118,Ember Glow,Volcanic Shield,Trap,,1,0,0,3,0,Reduce all damage by 5 until next turn.,Persistent,R,The Ember Ashes,X-05,Stone and fire.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-119,Ember Glow,Scorch Net,Trap,,1,2,0,0,0,Opponent draws 1 fewer card next turn.,Instant,U,The Ember Ashes,X-05,Trapped by heat.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-120,Ember Glow,Ash Prison,Trap,,1,3,0,0,0,Opponent cannot play Actions next turn.,Instant,R,The Ember Ashes,X-05,Sealed in ember.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-121,Ember Glow,Blazing Punishment,Trap,,1,4,0,0,0,Deal 20 damage when Trap triggers.,Instant,SR,The Ember Ashes,X-05,Severe burn.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-122,Ember Glow,Fire Reflection,Trap,,1,2,0,0,0,Reflect 10 damage to attacker.,Reaction,U,The Ember Ashes,X-05,Burn back.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-123,Ember Glow,Smother Flame,Trap,,1,0,0,0,3,Cancel next Mystic effect.,Instant,R,The Ember Ashes,X-05,Flame quenches magic.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-124,Ember Glow,Infernal Reset,Trap,,1,5,0,0,0,End the turn.,Instant,SR,The Ember Ashes,X-05,Ash covers all.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-05-125,Ember Glow,Hellfire Ward,Trap,,1,3,0,0,0,First 15 damage to hero prevented.,Persistent,R,The Ember Ashes,X-05,Guardian flame.,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Ember Glow / The Ember Ashes. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: crimson & steel. Artwork focus: fire trap. Keep text areas clean, high readability, no stat numbers on art."
X-06-126,Arkhelios Dragon,Void Wyrmling,Ally,,2,0,0,0,2,"At end of turn, deal 5 damage to enemy hero.",Main,C,The Void Ones,X-06,Hatchling of darkness.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-127,Arkhelios Dragon,Abyss Drake,Ally,,2,0,2,0,0,"Whenever you play a Trap, deal 5 damage.",Persistent,U,The Void Ones,X-06,Shadow wing.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-128,Arkhelios Dragon,Eclipse Serpent,Ally,,2,0,0,0,3,"When enters, opponent discards 1.",Main,R,The Void Ones,X-06,Serpent of void.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-129,Arkhelios Dragon,Dark Hatchling,Ally,,2,0,0,0,1,Draw 1 when it dies.,Main,C,The Void Ones,X-06,Small but fierce.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-130,Arkhelios Dragon,Twilight Stalker,Ally,,2,0,2,0,0,Stealth: Can't be targeted by Actions.,Persistent,R,The Void Ones,X-06,Silent predator.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-131,Arkhelios Dragon,Cosmic Predator,Ally,,2,0,3,0,0,On enter: Deal 15 damage to all enemies.,Main,SR,The Void Ones,X-06,Hunter of stars.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-132,Arkhelios Dragon,Null Wyrm,Ally,,2,0,0,0,2,Opponents lose 1 Energy when this attacks.,Main,U,The Void Ones,X-06,Energy eater.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-133,Arkhelios Dragon,Shadow Drake,Ally,,2,0,0,3,0,Reaction: Prevent 15 damage to hero.,Reaction,U,The Void Ones,X-06,Dark protector.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-134,Arkhelios Dragon,Night Terror,Ally,,2,0,0,0,2,"When enters, enemy discards top 2 cards.",Main,U,The Void Ones,X-06,Feed on fear.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-135,Arkhelios Dragon,Abyss Harbinger,Ally,,2,2,0,0,0,Traps cost 1 less Energy.,Persistent,R,The Void Ones,X-06,Herald of darkness.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
X-06-136,Arkhelios Dragon,Void Phantom,Ally,,2,0,0,0,2,"At start of your turn, gain 1 Energy.",Persistent,U,The Void Ones,X-06,Energy from the void.,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Arkhelios Dragon / The Void Ones. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: void purple & grey. Artwork focus: void-themed ally. Keep text areas clean, high readability, no stat numbers on art."
